id,prénom,nom,date de naissance,adresse IP
2709,Naël,Lucas,1994-11-05,93.145.221.252
2710,Louis,Marchand,1991-01-07,166.239.74.21
2711,Alix,Payet,2004-01-28,213.194.211.208
2712,Rose,Philippe,1994-06-21,188.130.54.16
2713,Victoire,Marie,2000-09-27,255.16.95.80
2714,Giulia,Dufour,1998-10-08,121.16.91.51
2715,Alix,Leclercq,1997-09-17,200.105.27.56
2716,Victoria,Thomas,1999-03-15,205.119.82.77
2717,Louise,Masson,1990-05-18,173.141.214.24
2718,Léon,Marchand,1991-08-31,107.61.136.124
2719,Jade,Guillaume,2003-03-28,197.9.18.22
2720,Iris,Dupont,1992-07-31,117.158.159.142
2721,Gabin,Laurent,2000-10-27,30.70.150.144
2722,Malo,Robin,1991-08-17,231.96.50.198
2723,Gabin,Lefevre,1992-07-05,224.121.108.16
2724,Marius,Masson,1999-03-05,212.201.8.84
2725,Ayden,Bonnet,2003-02-26,113.127.159.1
2726,Amir,Michel,2002-01-24,92.192.232.219
2727,Maël,Robin,2001-08-12,4.222.74.152
2728,Iris,Denis,1991-09-14,46.94.161.9
2729,Alma,Nicolas,2001-05-12,254.232.199.18
2730,Chloé,Riviere,2001-08-03,140.102.168.97
2731,Léo,Guerin,2003-09-21,70.36.101.189
2732,Maël,Bernard,2002-02-24,153.74.166.16
2733,Enzo,Richard,2003-12-25,150.202.9.43
2734,Sacha,Schmitt,2002-12-15,96.161.207.114
2735,Amir,Renaud,1996-06-04,182.140.91.223
2736,Liam,Moreau,2004-11-12,185.245.249.152
2737,Valentin,Boyer,1997-08-01,178.157.87.37
2738,Juliette,Aubert,1999-07-10,75.69.134.86
2739,Elena,Arnaud,1998-09-12,164.125.214.193
2740,Naël,Bertrand,2003-12-20,227.188.241.126
2741,Lya,Colin,2001-09-22,41.200.34.97
2742,Gabriel,Rolland,1995-03-31,144.138.213.70
2743,Gaspard,Leroux,1999-06-21,194.133.1.158
2744,Anna,Gerard,1998-01-01,230.94.249.255
2745,Lyana,Caron,2000-05-03,61.247.4.65
2746,Raphaël,Fournier,1998-08-25,44.3.24.90
2747,Ambre,Thomas,2000-05-26,163.117.124.95
2748,Jade,Bourgeois,1998-04-04,168.46.228.229
2749,Alice,Gerard,1993-10-08,17.70.64.107
2750,Nour,Lambert,1991-12-15,111.51.13.155
2751,Adam,Gautier,1996-10-05,96.227.129.8
2752,Amir,Benoit,1996-09-02,191.125.98.251
2753,Charlotte,Morel,1990-09-19,170.162.65.147
2754,Léa,Benoit,2004-12-19,206.68.210.68
2755,Axel,Leclercq,2002-09-09,81.216.164.117
2756,Emy,Simon,2001-02-28,97.155.94.137
2757,Ava,Robert,1990-06-08,195.9.63.47
2758,Noah,Fournier,1993-09-24,205.149.55.13
2759,Enzo,Giraud,1990-08-25,249.52.79.88
2760,Zoé,Durand,1997-07-04,238.23.166.214
2761,Nathan,Gaillard,1999-12-07,23.171.83.183
2762,Aaron,Leclerc,1998-11-29,210.150.23.62
2763,Gabin,Rousseau,1999-06-08,14.176.35.163
2764,Jade,Mercier,1995-09-15,14.69.68.252
2765,Axel,Olivier,1996-02-27,19.35.85.122
2766,Inès,Moreau,1996-08-27,139.197.12.246
2767,Hugo,Caron,2002-02-27,44.223.252.91
2768,Giulia,Gerard,1994-02-20,27.31.48.197
2769,Malo,Dupont,1998-03-23,13.65.91.96
2770,Lya,Legrand,1994-09-02,48.167.175.57
2771,Rose,Leroux,1998-10-28,250.212.69.60
2772,Ayden,Francois,2003-09-24,168.6.18.158
2773,Elio,Guillaume,1991-03-07,211.43.98.231
2774,Gabin,Lefevre,1994-10-21,162.242.158.88
2775,Marius,Dubois,1998-10-14,168.81.41.27
2776,Sofia,Bonnet,2001-04-30,171.18.196.94
2777,Sofia,Lambert,2001-03-30,254.85.39.36
2778,Alice,Petit,1997-09-29,139.231.168.197
2779,Robin,Guillaume,1993-04-08,250.242.228.6
2780,Alba,Masson,1996-05-22,80.151.254.254
2781,Gabriel,Blanchard,2003-07-06,246.226.142.191
2782,Robin,Joly,1992-01-27,201.59.84.153
2783,Gabin,Benoit,2000-01-17,19.169.3.95
2784,Adèle,Leroux,1995-12-28,226.221.186.116
2785,Romy,Roux,1996-08-10,200.164.52.98
2786,Louise,Leroux,1992-12-29,125.137.24.17
2787,Marceau,Arnaud,1994-09-05,62.249.162.60
2788,Agathe,Brunet,1998-01-15,209.94.213.151
2789,Paul,Robert,1992-07-07,175.20.245.119
2790,Mohamed,Caron,1990-11-18,198.73.210.230
2791,Olivia,Leroy,2002-10-16,21.34.89.7
2792,Emy,Guerin,1991-04-07,224.212.28.71
2793,Lucas,Giraud,1993-06-07,15.5.153.95
2794,Elio,Rey,1999-11-02,54.111.71.49
2795,Giulia,Aubert,1994-01-05,172.20.37.83
2796,Chloé,Rolland,2004-05-12,170.5.221.195
2797,Lyana,Robin,1999-01-23,252.156.229.17
2798,Lucie,Fabre,1997-02-13,201.185.182.33
2799,Jade,Lecomte,1996-05-21,179.47.117.83
2800,Victor,Meunier,1996-02-25,241.246.171.77
2801,Amir,Fabre,1993-10-06,224.208.233.98
2802,Arthur,Gautier,1999-03-23,187.122.157.236
2803,Amir,Olivier,1991-06-29,200.248.146.80
2804,Robin,Masson,1996-04-14,220.87.204.242
2805,Axel,Colin,1996-04-09,198.77.222.134
2806,Naël,Guillaume,1995-07-27,204.161.191.149
2807,Lola,Leroy,1999-06-04,139.186.181.178
2808,Timéo,Roche,1991-09-28,188.213.60.170
2809,Elena,Legrand,2004-08-25,32.131.184.149
2810,Augustin,Garcia,1998-07-05,144.27.7.221
2811,Ambre,Gautier,1994-11-22,63.0.26.147
2812,Chloé,Benoit,1998-09-05,211.24.7.51
2813,Charlotte,Lambert,1996-07-31,41.79.70.226
2814,Nino,Picard,1997-08-28,94.199.252.197
2815,Ambre,Noel,2002-06-21,186.92.243.40
2816,Olivia,Masson,1997-04-05,102.75.38.86
2817,Enzo,Pierre,1993-01-26,82.112.2.82
2818,Mya,Laurent,1991-08-12,44.195.215.70
2819,Charlotte,Mercier,2002-10-19,52.231.26.53
2820,Olivia,Garcia,1992-02-08,32.171.26.124
2821,Timéo,Martinez,1999-07-14,103.118.9.121
2822,Malo,Roussel,2002-03-04,60.95.199.197
2823,Mathis,Philippe,1997-10-05,69.6.171.152
2824,Gabin,Michel,1997-12-31,227.31.53.158
2825,Romane,Aubert,2004-02-18,136.137.71.45
2826,Jules,Durand,1994-06-04,64.184.27.214
2827,Alba,Blanchard,2004-10-16,44.250.85.14
2828,Arthur,Rolland,1997-08-31,186.46.5.5
2829,Tom,Thomas,1992-09-20,213.82.141.207
2830,Victoire,Fabre,2000-06-22,200.148.216.236
2831,Lyam,Guerin,1996-09-11,252.207.30.33
2832,Arthur,Henry,1993-02-09,151.113.223.175
2833,Nina,Payet,1995-09-01,213.184.87.67
2834,Tiago,Bernard,1994-11-09,7.97.201.21
2835,Emy,David,1996-09-24,46.78.73.243
2836,Tom,Henry,1996-10-13,247.56.137.98
2837,Martin,Morel,1996-04-04,42.162.132.245
2838,Léonie,Rolland,1998-02-10,155.15.195.188
2839,Léon,Laurent,1995-02-01,249.78.188.194
2840,Jules,Andre,1997-02-19,77.70.109.237
2841,Léna,Masson,1995-10-06,202.58.221.232
2842,Mathis,Payet,1997-01-03,4.37.171.102
2843,Jeanne,Guerin,2001-03-10,141.52.117.132
2844,Mila,Renard,1998-11-20,246.205.139.79
2845,Léon,Simon,2001-08-08,42.168.216.202
2846,Rose,Moreau,2002-03-12,121.137.70.10
2847,Louise,Roche,2001-04-02,49.91.138.203
2848,Nathan,Lemoine,2002-06-07,217.70.41.235
2849,Charlie,Morel,2002-01-18,213.231.64.48
2850,Inès,Michel,1997-09-29,66.160.148.105
2851,Margaux,Faure,1991-09-09,194.5.12.146
2852,Léa,Rolland,2001-10-19,220.87.33.9
2853,Timéo,Pierre,1993-05-01,52.152.217.242
2854,Adèle,Meunier,1996-05-25,229.144.216.89
2855,Léa,Richard,1994-10-14,41.127.221.113
2856,Nina,Leroy,1990-12-23,228.137.23.213
2857,Mohamed,Garcia,1996-01-14,158.41.66.158
2858,Iris,Vincent,1995-10-08,31.123.137.175
2859,Emma,Faure,1998-03-25,40.46.246.69
2860,Aaron,Colin,1991-12-03,246.135.205.18
2861,Giulia,Lefevre,1991-06-10,114.69.35.51
2862,Naël,Brunet,1999-11-07,8.11.2.227
2863,Nina,Lucas,1993-07-28,40.209.168.72
2864,Augustin,Vidal,1997-09-17,169.225.143.148
2865,Rose,Schmitt,2002-03-08,83.206.254.144
2866,Adam,Riviere,1991-04-22,34.189.61.24
2867,Eva,Blanchard,2003-12-16,43.180.166.135
2868,Sofia,Simon,1991-04-26,15.14.98.198
2869,Nina,Fontaine,1999-01-13,208.236.96.207
2870,Elena,Simon,1999-03-18,8.231.212.165
2871,Gabin,Martinez,1995-02-23,135.210.3.19
2872,Noé,Laurent,2004-12-02,198.202.33.5
2873,Ibrahim,Caron,1999-03-31,148.133.67.231
2874,Gabin,Riviere,1997-06-01,23.35.111.30
2875,Rose,Rousseau,1995-12-09,182.5.39.200
2876,Adam,Marchand,1994-05-20,54.249.30.3
2877,Chloé,Barbier,1990-06-10,39.3.221.46
2878,Tiago,Fournier,1999-05-02,108.13.28.20
2879,Marius,Michel,1993-05-29,95.212.170.206
2880,Noah,Rey,1992-08-26,126.90.225.184
2881,Louis,Brun,2003-07-11,121.117.185.25
2882,Robin,Roussel,1993-01-29,85.112.242.242
2883,Agathe,Clement,2000-02-15,206.55.96.94
2884,Jeanne,Schmitt,1991-06-27,8.57.70.212
2885,Charlie,Legrand,1993-03-13,6.91.196.7
2886,Mohamed,Lefevre,1995-11-10,23.204.138.240
2887,Milo,Mathieu,2003-12-30,199.103.36.153
2888,Ethan,Vincent,2002-09-27,111.95.217.184
2889,Ambre,Brun,1998-03-14,96.148.166.86
2890,Robin,Roux,1998-11-24,252.229.146.13
2891,Gabin,Mathieu,1990-12-12,62.148.226.31
2892,Eva,Martinez,1991-01-15,72.210.163.106
2893,Théo,Robin,2001-05-26,140.127.79.24
2894,Léon,Gautier,1991-07-04,129.14.54.94
2895,Emma,Pierre,1990-07-31,28.198.3.208
2896,Hugo,Boyer,1994-07-17,17.235.194.83
2897,Enzo,Robert,2000-10-22,246.107.218.187
2898,Raphaël,Lefevre,1996-11-07,157.107.51.28
2899,Agathe,Colin,2003-03-23,70.178.179.130
2900,Axel,Dufour,1995-10-29,122.151.6.204
2901,Ayden,Gaillard,1997-10-02,13.93.57.14
2902,Martin,Vincent,2000-10-27,73.91.200.251
2903,Arthur,Rey,1999-05-01,203.114.73.158
2904,Isaac,Brunet,1990-08-12,230.224.181.60
2905,Noé,Muller,1994-11-30,113.218.218.99
2906,Léonie,Rey,1991-12-27,132.34.226.141
2907,Victoria,Richard,1998-06-30,228.90.135.171
2908,Margaux,Olivier,1999-06-28,1.252.67.21
2909,Eva,Mathieu,2000-08-29,170.182.1.186
2910,Zoé,Aubert,1997-07-11,241.44.192.223
2911,Rose,Riviere,1999-10-08,157.165.202.102
2912,Louna,Renard,1999-11-06,77.94.107.125
2913,Gabin,Renard,1991-01-21,102.254.58.61
2914,Adam,Garnier,1999-11-29,249.90.79.171
2915,Léna,Roy,2001-03-26,202.85.121.139
2916,Enzo,Dufour,1997-01-30,56.237.12.183
2917,Maël,Simon,1996-12-18,38.82.19.79
2918,Léon,Olivier,2002-10-09,201.68.7.208
2919,Victor,Robert,2004-04-20,156.150.240.118
2920,Victoire,Bertrand,2001-01-07,84.241.88.251
2921,Adam,Morin,1991-02-26,164.77.206.210
2922,Martin,Mathieu,2002-11-23,91.80.81.236
2923,Timéo,Aubert,2002-07-31,137.110.232.78
2924,Lina,Roche,1991-06-30,22.108.66.198
2925,Gabin,Gauthier,1991-08-29,159.9.62.57
2926,Alice,Payet,2004-02-14,225.94.87.85
2927,Hugo,Durand,1998-12-19,174.175.177.201
2928,Charlie,Garcia,1991-09-18,225.226.159.9
2929,Mya,Meyer,1995-05-15,14.4.106.187
2930,Mohamed,Gauthier,2003-07-07,137.104.12.231
2931,Aaron,Francois,2002-01-01,99.217.3.37
2932,Aaron,Leroy,1994-12-02,12.72.42.153
2933,Paul,Bonnet,2000-11-18,130.245.35.48
2934,Emma,Fournier,1997-10-08,229.66.128.15
2935,Elena,Roger,1998-03-22,55.97.83.82
2936,Jules,Payet,2001-03-11,23.9.118.22
2937,Ethan,Moreau,1999-01-24,219.0.38.162
2938,Sofia,Henry,2001-04-10,168.166.66.155
2939,Adam,Aubert,1992-10-29,232.17.212.37
2940,Lya,Leroy,2002-02-14,92.2.219.253
2941,Malo,Thomas,1997-11-01,220.221.95.95
2942,Eden,Boyer,1991-01-06,113.228.140.0
2943,Elena,Henry,1999-11-30,132.225.107.164
2944,Lola,Lecomte,2003-04-08,13.171.10.195
2945,Giulia,Lefebvre,1991-04-14,163.91.95.120
2946,Victoria,Riviere,1996-08-09,159.208.15.90
2947,Nathan,Rey,2000-07-18,20.224.99.105
2948,Romane,Riviere,1996-10-20,226.50.32.67
2949,Emma,Gerard,1995-06-23,17.35.229.137
2950,Lina,Laurent,2002-01-01,3.102.33.53
2951,Adam,Vidal,2003-09-21,250.57.99.45
2952,Noah,Arnaud,1993-10-11,106.196.15.179
2953,Ava,Leroy,1994-02-18,30.129.116.21
2954,Alba,Girard,1994-05-28,226.121.124.85
2955,Louise,Leclercq,1996-10-10,56.214.178.22
2956,Jules,Blanchard,1993-04-08,232.177.230.88
2957,Charlie,Gerard,1994-02-04,156.125.8.136
2958,Elio,Dubois,1994-08-29,28.143.18.133
2959,Lucie,Martin,2004-10-08,180.251.177.44
2960,Léonie,Giraud,1998-06-17,6.118.157.25
2961,Alma,Robin,1995-05-21,100.32.48.197
2962,Léa,Benoit,2004-04-20,40.235.167.49
2963,Milo,Joly,2002-09-08,235.227.229.135
2964,Léna,Lecomte,1993-04-19,103.224.43.55
2965,Imran,David,1995-01-23,198.112.152.90
2966,Romane,Benoit,1993-11-13,235.74.58.145
2967,Nour,Blanc,1997-05-25,51.192.210.179
2968,Naël,Faure,2004-04-28,111.24.80.2
2969,Gaspard,Andre,1991-11-22,124.74.194.141
2970,Nina,Lacroix,1992-01-25,129.211.33.232
2971,Lya,Leclercq,1995-03-10,20.83.214.244
2972,Ambre,Rousseau,1996-07-15,189.229.98.235
2973,Chloé,Vincent,1991-06-02,87.156.69.63
2974,Noah,Girard,2003-05-19,172.97.212.65
2975,Marceau,Roche,1995-06-22,97.52.47.140
2976,Lou,Denis,1993-09-26,249.103.82.235
2977,Lou,Lecomte,1999-07-23,108.252.133.97
2978,Jules,Simon,1995-01-17,172.253.183.48
2979,Milo,Rey,1999-06-18,143.160.117.235
2980,Mathis,Roy,2003-10-18,201.242.78.117
2981,Noah,Morel,1994-05-21,171.220.118.25
2982,Valentin,Bonnet,1992-03-17,211.31.56.112
2983,Tiago,Vidal,2001-05-08,129.207.218.157
2984,Rayan,Vidal,1999-08-26,6.92.247.0
2985,Sofia,Fabre,2001-11-29,171.190.39.148
2986,Adèle,Michel,1990-07-21,142.187.237.19
2987,Mya,Roy,1994-08-21,228.115.219.16
2988,Lola,Payet,1998-05-10,218.111.96.91
2989,Eva,Fabre,2003-05-30,202.246.97.68
2990,Lya,Joly,1999-10-11,221.220.9.139
2991,Léonie,Meunier,1994-08-16,144.173.192.182
2992,Axel,Roux,2002-02-20,75.45.172.240
2993,Milo,Riviere,1998-01-13,189.139.52.79
2994,Olivia,Henry,1997-11-26,175.123.106.215
2995,Léna,Bonnet,1999-05-09,94.160.71.181
2996,Alma,Vidal,1995-06-13,162.176.97.71
2997,Ibrahim,Noel,1995-05-12,221.27.160.43
2998,Valentin,Rolland,2004-07-13,215.100.70.92
2999,Louis,Lefevre,2004-10-26,203.105.254.68
3000,Valentin,Dumas,1993-03-10,195.112.70.186
3001,Anna,Pierre,1996-08-27,157.180.142.235
3002,Sacha,Clement,1993-07-02,228.221.73.198
3003,Ayden,Clement,1999-04-26,161.221.63.184
3004,Aaron,Leclerc,1993-07-21,122.6.224.143
3005,Aaron,Fabre,1994-08-18,182.246.177.156
3006,Liam,Lucas,1995-03-27,237.141.251.74
3007,Louise,Bonnet,1994-04-24,38.85.9.176
3008,Martin,Benoit,1990-12-31,203.0.229.167
3009,Charlie,Arnaud,1996-02-11,25.236.83.123
3010,Léo,Robin,1996-04-21,79.204.193.106
3011,Luna,Morin,1999-03-26,46.197.66.189
3012,Marceau,Rey,1997-05-26,47.28.81.192
3013,Julia,Mathieu,1998-07-01,163.199.101.81
3014,Eva,Lemaire,2002-06-27,111.165.132.206
3015,Emma,Joly,2004-01-21,52.89.61.233
3016,Axel,Lacroix,1992-12-27,28.192.106.230
3017,Ambre,Lefevre,1992-05-24,115.245.2.235
3018,Luna,Guillaume,2000-10-29,212.201.41.112
3019,Jeanne,Lucas,2002-12-10,62.249.122.212
3020,Raphaël,Lefebvre,2003-03-15,232.37.51.55
3021,Alba,Clement,1994-03-19,238.225.25.186
3022,Isaac,Dubois,1994-06-16,46.17.221.137
3023,Victoria,Lacroix,1991-06-14,165.220.79.76
3024,Emma,Vincent,1995-05-31,118.97.205.254
3025,Eliott,Dumont,1990-07-13,61.172.12.4
3026,Nour,Gautier,1995-08-23,59.36.160.161
3027,Margaux,Vidal,1995-03-15,198.247.179.17
3028,Jules,Morin,2000-08-01,216.150.119.197
3029,Augustin,Marchand,1991-12-24,171.96.26.218
3030,Enzo,Olivier,2000-02-20,12.254.31.36
3031,Paul,Richard,2001-08-02,144.20.76.213
3032,Victoria,Noel,1990-10-04,205.74.190.228
3033,Gabin,Pierre,1991-06-24,134.54.211.228
3034,Romane,Gauthier,2001-12-14,94.197.66.181
3035,Lucie,Dubois,1999-10-27,43.222.195.245
3036,Lucie,Girard,1996-03-03,239.184.170.184
3037,Juliette,Roussel,1990-05-15,46.17.122.173
3038,Lyana,Benoit,2003-02-02,142.100.113.202
3039,Isaac,Rousseau,1996-02-14,92.242.158.219
3040,Noah,Guillaume,2001-05-09,87.143.45.69
3041,Romane,Martin,1992-07-05,161.24.107.82
3042,Sofia,Colin,2000-01-29,216.233.58.131
3043,Léon,Simon,2000-07-16,153.124.14.125
3044,Agathe,Moreau,2001-07-13,240.186.64.60
3045,Milo,Blanc,1998-07-13,119.121.255.95
3046,Julia,David,1993-04-16,47.121.162.128
3047,Mia,Gautier,1996-03-22,1.157.25.181
3048,Jeanne,Martin,1990-07-11,99.37.32.100
3049,Lola,Martinez,1998-12-26,124.42.181.29
3050,Emy,Andre,1999-09-21,98.76.133.123
3051,Gabin,Dumont,1991-03-29,212.11.183.240
3052,Axel,Nicolas,1990-07-05,152.29.92.69
3053,Mya,Mathieu,1992-12-28,102.219.147.185
3054,Mathis,David,1998-12-15,158.75.123.9
3055,Lya,Aubert,1997-02-18,68.16.2.231
3056,Charlotte,Rolland,1993-01-23,122.50.230.184
3057,Lya,Roger,1998-09-03,235.203.188.175
3058,Sofia,Riviere,2001-07-05,75.150.48.103
3059,Adam,Leclerc,1990-09-04,43.128.188.161
3060,Louna,Arnaud,1991-11-11,138.35.218.170
3061,Nina,Simon,1994-02-25,50.192.66.28
3062,Lucas,Payet,1999-07-19,50.33.188.149
3063,Eliott,Martinez,2001-12-18,129.48.99.21
3064,Axel,Dupont,1999-09-17,206.216.207.113
3065,Aaron,Boyer,1995-03-08,191.23.9.79
3066,Nina,Roy,2000-04-27,72.6.51.230
3067,Elena,Joly,2004-07-28,151.195.41.209
3068,Julia,Dubois,2002-05-08,112.198.83.199
3069,Léna,Lambert,1994-11-16,249.140.164.65
3070,Lyam,Meyer,1990-08-14,152.160.24.41
3071,Eva,Morin,1997-10-20,225.13.47.31
3072,Sofia,Faure,1990-08-18,44.22.44.116
3073,Victoria,Roger,1990-05-14,167.53.240.96
3074,Noé,Marchand,1997-09-13,237.146.242.19
3075,Lucas,Roy,2003-02-03,17.149.40.4
3076,Mila,Renard,1998-04-28,125.184.241.93
3077,Léa,Clement,2000-10-09,35.28.205.49
3078,Mia,Bertrand,2001-02-11,2.44.104.37
3079,Lola,Henry,1991-12-29,13.81.182.243
3080,Eden,Barbier,1992-10-27,252.3.221.134
3081,Léon,Bertrand,2002-08-27,141.81.216.229
3082,Elena,Nicolas,2004-10-28,117.154.3.93
3083,Gabin,Fournier,1996-05-01,205.30.46.83
3084,Tiago,Blanc,1993-07-10,207.245.39.39
3085,Hugo,Laurent,1998-05-22,159.147.221.48
3086,Lyam,Roche,1995-02-08,87.95.73.205
3087,Lucas,Renard,2002-07-15,241.185.183.247
3088,Paul,Vincent,2004-08-23,71.222.34.166
3089,Lucas,Morin,2003-02-21,124.4.148.223
3090,Charlie,Pierre,1997-08-14,93.61.195.172
3091,Tom,Fabre,2003-12-22,210.120.173.70
3092,Léna,Morel,2002-08-16,127.219.128.245
3093,Chloé,Durand,2002-05-01,59.230.100.121
3094,Milo,Girard,1996-04-15,148.33.70.13
3095,Inès,Rey,1995-08-12,200.217.116.173
3096,Rayan,Bertrand,1997-08-01,211.189.116.224
3097,Lyam,Dubois,1994-04-14,25.202.239.107
3098,Charlie,Meyer,1996-02-02,64.47.199.52
3099,Margaux,Gaillard,1991-02-02,5.143.161.73
3100,Sacha,Legrand,1990-12-20,39.138.62.63
3101,Milo,Guerin,1994-02-23,26.229.90.155
3102,Lucas,Muller,1996-04-22,39.194.78.81
3103,Léon,Lecomte,2003-11-23,220.57.76.33
3104,Nina,Marie,1991-11-06,61.145.219.84
3105,Ayden,Philippe,2000-02-02,117.201.22.161
3106,Léon,Martinez,1993-12-07,236.53.18.150
3107,Mila,Mathieu,2003-03-23,16.103.225.111
3108,Lina,Guerin,2003-07-07,167.145.131.222
3109,Lucas,Fontaine,2004-11-20,154.50.83.113
3110,Léna,Barbier,2003-12-10,144.38.178.224
3111,Julia,Faure,1999-06-05,164.34.92.110
3112,Eden,Lemoine,1992-07-04,38.16.239.27
3113,Tom,Dumas,1993-05-14,126.40.176.222
3114,Jade,Dumas,1995-10-11,221.161.62.2
3115,Arthur,Robert,1996-12-20,82.146.146.83
3116,Juliette,Brunet,2004-01-22,57.210.42.104
3117,Enzo,Leroy,1997-02-04,231.164.193.144
3118,Elena,Dumont,1991-06-15,10.32.121.30
3119,Ayden,Leclerc,2001-06-17,116.246.250.154
3120,Margaux,Renaud,2002-11-17,211.140.113.142
3121,Nathan,Michel,1993-01-17,164.13.57.23
3122,Nathan,Morel,1990-10-18,13.51.135.150
3123,Marceau,Robin,1994-10-10,154.238.236.11
3124,Nour,Benoit,1993-04-13,245.150.131.36
3125,Victoire,Legrand,1993-07-06,43.254.175.33
3126,Victor,Guerin,2002-06-10,1.94.233.236
3127,Eva,Masson,1990-02-11,135.72.94.124
3128,Léonie,Martinez,1992-08-19,232.96.48.181
3129,Léonie,David,1992-09-21,134.28.120.103
3130,Zoé,Laurent,1999-03-30,43.194.157.57
3131,Milo,Denis,1994-04-29,80.67.89.225
3132,Alice,Lefevre,2001-06-30,16.150.58.235
3133,Lou,Richard,1991-10-24,187.33.110.97
3134,Noah,Petit,2001-12-04,56.181.187.37
3135,Ava,Muller,1995-11-06,246.76.189.243
3136,Anna,Lefevre,1995-11-05,49.17.52.52
3137,Luna,Laurent,2001-08-16,207.126.27.99
3138,Tiago,Joly,1997-12-19,54.131.9.16
3139,Eva,Guerin,1992-02-01,153.184.217.231
3140,Eliott,Bonnet,1996-12-21,4.106.138.105
3141,Adam,Moreau,2003-09-11,201.17.86.232
3142,Ayden,Lecomte,2004-03-18,233.171.8.69
3143,Elio,Aubert,1994-01-21,3.78.42.1
3144,Inaya,Vincent,2000-11-04,45.14.0.21
3145,Victoria,Mercier,1994-04-28,237.103.168.93
3146,Emy,Lefebvre,1998-01-25,95.215.77.248
3147,Milo,Dubois,1997-01-19,122.114.217.45
3148,Gabriel,Roux,1990-07-04,56.249.192.121
3149,Timéo,Lacroix,1992-08-03,14.249.253.135
3150,Juliette,Leroy,1993-08-08,163.113.155.130
3151,Lina,Petit,1990-08-20,212.136.42.253
3152,Mathis,Michel,1990-05-09,107.94.7.103
3153,Alice,Lemoine,1992-11-11,86.91.87.89
3154,Lyana,Roger,1998-10-12,88.93.16.9
3155,Margaux,Lucas,2001-04-18,160.11.72.79
3156,Amir,Roy,2003-06-17,72.240.237.48
3157,Elio,Aubert,1997-12-31,90.5.48.202
3158,Jules,Aubert,2002-11-07,188.245.55.113
3159,Alice,Vidal,1991-06-17,73.13.32.98
3160,Charlotte,Gautier,1999-03-10,160.107.140.77
3161,Valentin,Leclercq,1992-04-02,97.33.215.147
3162,Ibrahim,Dupont,1993-02-10,89.0.150.48
3163,Victor,Morel,1998-04-05,116.58.114.35
3164,Lucie,Lefebvre,1990-06-09,195.213.223.24
3165,Marceau,Perrin,2001-04-10,15.115.11.92
3166,Raphaël,Mathieu,1998-08-22,4.25.75.83
3167,Ayden,Dufour,2003-09-05,50.172.41.160
3168,Lina,Guillaume,1991-04-08,119.30.8.188
3169,Marius,Meunier,1990-10-27,103.78.8.253
3170,Théo,Lefebvre,2004-05-05,46.145.139.36
3171,Giulia,Leclercq,1996-05-21,142.242.141.106
3172,Tiago,Duval,2000-11-01,10.52.70.175
3173,Mila,Vincent,2002-06-29,74.74.3.240
3174,Rayan,Olivier,1997-01-24,14.22.52.178
3175,Emma,Lemoine,1991-04-21,192.122.54.86
3176,Rose,Dumont,2002-11-29,151.165.88.208
3177,Sacha,Bourgeois,1996-12-26,188.95.3.109
3178,Mya,Marchand,1992-11-23,248.68.50.136
3179,Lucas,Joly,1991-09-28,63.102.163.184
3180,Ava,Leroy,1993-11-12,244.128.23.225
3181,Louise,Laurent,1999-10-28,1.173.94.24
3182,Inaya,Laurent,2000-09-09,159.166.52.54
3183,Luna,Roche,1993-06-21,229.178.0.159
3184,Tiago,Henry,1991-12-26,154.146.22.247
3185,Giulia,Brun,2004-01-21,131.245.111.223
3186,Alix,Philippe,1994-06-29,108.246.21.253
3187,Alma,Roche,2003-05-06,97.195.96.223
3188,Victoire,Fontaine,1995-08-26,251.59.239.176
3189,Théo,Lemoine,1993-09-19,80.5.68.217
3190,Louis,Lacroix,1997-08-01,102.136.124.94
3191,Tom,Henry,2002-11-14,224.34.216.252
3192,Giulia,Arnaud,1993-05-24,225.1.54.239
3193,Milo,Laurent,1995-11-25,120.33.94.167
3194,Sofia,Andre,1994-01-21,114.87.32.69
3195,Eden,Gaillard,1990-06-05,153.18.15.159
3196,Charlie,Morel,1998-09-10,8.14.23.150
3197,Mia,Morin,2003-07-24,232.127.86.55
3198,Olivia,Robin,1996-11-29,254.115.59.138
3199,Hugo,Clement,1998-11-02,194.249.233.20
3200,Victoria,Barbier,2003-01-06,34.88.139.101
3201,Lyana,Fournier,1994-09-15,3.246.135.160
3202,Aaron,Lacroix,1992-10-24,230.218.89.39
3203,Victor,Mercier,1998-06-11,66.146.64.220
3204,Mohamed,Girard,2000-04-11,229.57.196.74
3205,Nina,Gautier,2000-08-20,59.111.64.180
3206,Louis,Marie,1996-04-30,49.141.2.7
3207,Isaac,Leroux,1991-11-21,66.67.82.66
3208,Lucas,Martin,1999-08-10,83.77.49.138
3209,Liam,Lambert,1991-12-07,134.48.238.56
3210,Chloé,Moreau,1993-03-15,165.225.24.18
3211,Zoé,Michel,2001-04-16,225.21.42.12
3212,Agathe,Robin,1998-10-03,230.230.5.27
3213,Gabin,Brun,2001-09-01,123.178.47.103
3214,Alix,Faure,1996-09-11,152.113.170.254
3215,Rose,Lucas,1990-08-23,183.47.136.165
3216,Augustin,Morin,1994-08-31,55.17.195.179
3217,Enzo,Roy,2003-06-13,159.80.113.69
3218,Alma,Giraud,2004-04-08,182.231.121.23
