id,prenom,nom,sexe,date_naissance,classe
1786,Tiago,Guerin,Garçon,2011-03-04,6
1787,Margaux,Robin,Fille,2011-08-18,7
1788,Louise,Henry,Fille,2009-10-01,5
1789,Giulia,Petit,Fille,2007-11-29,3
1790,Imran,Lacroix,Garçon,2005-09-09,1
1791,Amir,Fabre,Garçon,2006-05-24,2
1792,Alma,Martin,Fille,2007-04-01,2
1793,Maël,Dumas,Garçon,2010-11-21,6
1794,Victoire,David,Fille,2005-12-11,1
1795,Louis,Blanc,Garçon,2011-12-09,7
1796,Naël,Pierre,Garçon,2008-08-28,4
1797,Zoé,Petit,Fille,2009-11-03,5
1798,Enzo,Fabre,Garçon,2005-10-07,1
1799,Zoé,Thomas,Fille,2005-07-23,1
1800,Amir,Renaud,Garçon,2009-09-27,5
1801,Ethan,Dupont,Garçon,2007-03-09,3
1802,Noé,Bernard,Garçon,2012-03-21,7
1803,Naël,Lecomte,Garçon,2008-09-23,4
1804,Nina,Renard,Fille,2009-03-18,4
1805,Ambre,Gaillard,Fille,2007-04-29,3
1806,Enzo,Colin,Garçon,2011-06-01,6
1807,Iris,Colin,Fille,2005-10-06,1
1808,Alma,Fabre,Fille,2005-12-04,1
1809,Jeanne,Schmitt,Fille,2010-09-17,6
1810,Lou,Muller,Fille,2010-04-03,5
1811,Liam,Dubois,Garçon,2008-12-21,4
1812,Mia,Perrin,Fille,2008-07-11,4
1813,Anna,Leroy,Fille,2005-11-18,1
1814,Timéo,Lacroix,Garçon,2008-01-12,3
1815,Malo,Dufour,Garçon,2008-01-10,3
1816,Mathis,Meyer,Garçon,2006-04-06,2
1817,Arthur,Denis,Garçon,2006-01-27,1
1818,Luna,Bertrand,Fille,2006-06-07,2
1819,Elio,Mathieu,Garçon,2011-04-28,6
1820,Victor,Roy,Garçon,2009-12-28,5
1821,Malo,Duval,Garçon,2007-07-01,3
1822,Axel,Guerin,Garçon,2010-11-18,6
1823,Elio,Blanchard,Garçon,2007-10-21,3
1824,Léo,David,Garçon,2010-01-14,5
1825,Liam,Dumas,Garçon,2009-09-28,5
1826,Martin,Roussel,Garçon,2010-01-17,5
1827,Alba,Chevalier,Fille,2010-06-01,5
1828,Romy,Mathieu,Fille,2006-06-27,2
1829,Victoria,Perrin,Fille,2011-08-16,7
1830,Mya,David,Fille,2008-03-18,4
1831,Naël,Blanchard,Garçon,2009-03-19,5
1832,Lola,Bourgeois,Fille,2011-03-05,6
1833,Gabin,Caron,Garçon,2010-07-22,6
1834,Sofia,Durand,Fille,2008-11-15,4
1835,Imran,Bernard,Garçon,2009-05-06,5
1836,Olivia,David,Fille,2011-05-13,7
1837,Maël,Schmitt,Garçon,2006-03-14,1
1838,Marceau,Bernard,Garçon,2006-11-11,2
1839,Lucie,Moreau,Fille,2005-02-16,1
1840,Lyana,David,Fille,2007-07-08,3
1841,Agathe,Marchand,Fille,2007-10-04,3
1842,Lola,Payet,Fille,2009-01-29,4
1843,Imran,Caron,Garçon,2006-10-10,2
1844,Elena,Guillaume,Fille,2007-10-11,3
1845,Emma,Lucas,Fille,2005-03-25,1
1846,Rose,Fournier,Fille,2005-06-11,1
1847,Agathe,Bertrand,Fille,2008-06-06,4
1848,Lola,Dupont,Fille,2008-03-16,3
1849,Giulia,Roche,Fille,2006-04-10,1
1850,Axel,Mathieu,Garçon,2006-01-31,1
1851,Adèle,Noel,Fille,2008-07-29,4
1852,Jade,Roche,Fille,2010-01-03,5
1853,Alice,Mathieu,Fille,2011-01-18,6
1854,Alix,Roger,Fille,2009-06-29,5
1855,Mila,Roussel,Fille,2010-03-12,5
1856,Valentin,Arnaud,Garçon,2008-03-12,4
1857,Luna,Gaillard,Fille,2007-03-19,2
1858,Lyana,Laurent,Fille,2006-02-21,2
1859,Adam,Guerin,Garçon,2011-05-13,6
1860,Marceau,Denis,Garçon,2005-08-23,1
1861,Gabriel,Brunet,Garçon,2010-06-14,6
1862,Paul,Michel,Garçon,2009-11-21,5
1863,Léa,Blanc,Fille,2007-10-05,3
1864,Alba,Legrand,Fille,2008-08-22,4
1865,Aaron,Colin,Garçon,2005-08-19,1
1866,Mathis,Bertrand,Garçon,2007-02-18,2
1867,Victoria,Roger,Fille,2010-05-20,5
1868,Adèle,David,Fille,2006-03-13,1
1869,Nour,Lefebvre,Fille,2006-06-06,2
1870,Adèle,Mercier,Fille,2009-01-20,4
1871,Isaac,Girard,Garçon,2006-04-17,2
1872,Ava,Blanc,Fille,2005-05-11,1
1873,Léna,Muller,Fille,2011-12-22,7
1874,Nina,Laurent,Fille,2005-03-26,1
1875,Alma,Dumont,Fille,2007-02-15,2
1876,Charlie,Garcia,Fille,2009-09-18,5
1877,Nino,Renard,Garçon,2006-11-21,2
1878,Marceau,Dumont,Garçon,2006-08-08,2
1879,Ambre,Laurent,Fille,2009-05-24,4
1880,Gaspard,Roy,Garçon,2005-10-21,1
1881,Axel,Fournier,Garçon,2008-03-21,3
1882,Amir,Rolland,Garçon,2010-11-08,6
1883,Eva,Aubert,Fille,2010-04-23,6
1884,Victor,Durand,Garçon,2011-05-30,7
1885,Alice,Pierre,Fille,2009-12-02,5
1886,Robin,Robert,Garçon,2012-01-02,7
1887,Olivia,Caron,Fille,2010-07-07,6
1888,Ambre,Barbier,Fille,2012-05-01,7
1889,Raphaël,Bertrand,Garçon,2008-09-20,4
1890,Charlie,Gerard,Fille,2012-04-05,7
1891,Zoé,Duval,Fille,2010-04-29,5
1892,Ibrahim,Mathieu,Garçon,2006-02-15,2
1893,Victoire,Joly,Fille,2005-05-20,1
1894,Ava,Barbier,Fille,2005-08-02,1
1895,Aaron,Andre,Garçon,2009-08-17,5
1896,Liam,Morin,Garçon,2008-04-24,3
1897,Elena,Fabre,Fille,2011-04-24,6
1898,Lya,Roux,Fille,2007-09-26,3
1899,Augustin,Denis,Garçon,2005-03-06,1
1900,Malo,Bernard,Garçon,2008-03-20,4
1901,Nina,Guerin,Fille,2006-12-28,2
1902,Noé,Roger,Garçon,2009-08-10,5
1903,Léa,Henry,Fille,2008-01-30,3
1904,Lyam,Michel,Garçon,2008-05-26,4
1905,Lyana,Leclercq,Fille,2007-08-15,3
1906,Raphaël,Chevalier,Garçon,2006-01-22,1
1907,Inès,Laurent,Fille,2012-06-20,7
1908,Charlotte,Michel,Fille,2011-02-04,6
1909,Augustin,Colin,Garçon,2012-05-05,7
1910,Imran,Martin,Garçon,2010-04-02,6
1911,Julia,Roussel,Fille,2007-05-08,3
1912,Martin,Clement,Garçon,2009-04-28,5
1913,Emma,Riviere,Fille,2012-01-12,7
1914,Théo,Gautier,Garçon,2010-05-04,5
1915,Ayden,Faure,Garçon,2011-12-01,7
1916,Victor,Philippe,Garçon,2012-03-10,7
1917,Julia,Lambert,Fille,2010-04-02,5
1918,Gaspard,Morel,Garçon,2008-04-30,3
1919,Enzo,Guillaume,Garçon,2005-07-02,1
1920,Chloé,Lefebvre,Fille,2009-03-30,5
1921,Lucas,Brunet,Garçon,2006-09-28,2
1922,Alma,Bernard,Fille,2008-12-10,4
1923,Margaux,Simon,Fille,2011-08-08,7
1924,Louna,Gautier,Fille,2005-11-04,1
1925,Jules,Barbier,Garçon,2006-04-04,1
1926,Imran,Vidal,Garçon,2008-04-18,3
1927,Ibrahim,Vincent,Garçon,2011-04-09,6
1928,Romy,Lefevre,Fille,2010-05-27,6
1929,Emy,Bernard,Fille,2011-08-24,7
1930,Jeanne,Lambert,Fille,2010-05-05,6
1931,Charlotte,Clement,Fille,2005-03-12,1
1932,Adèle,Roche,Fille,2009-04-19,5
1933,Lou,Roger,Fille,2005-07-28,1
1934,Mohamed,Gautier,Garçon,2006-11-30,2
1935,Mia,Philippe,Fille,2011-02-14,6
1936,Tiago,Bernard,Garçon,2007-12-15,3
1937,Ayden,Dumas,Garçon,2006-02-28,1
1938,Amir,Blanc,Garçon,2009-11-09,5
1939,Iris,Arnaud,Fille,2011-09-03,7
1940,Paul,Rolland,Garçon,2006-09-26,2
1941,Alix,Riviere,Fille,2008-04-26,4
1942,Gaspard,Gaillard,Garçon,2009-08-24,5
1943,Noah,David,Garçon,2011-02-18,6
1944,Hugo,Denis,Garçon,2009-03-25,4
1945,Victoria,Picard,Fille,2008-02-23,3
1946,Gabriel,Mercier,Garçon,2012-01-18,7
1947,Julia,Dumas,Fille,2007-01-13,2
1948,Rose,Lacroix,Fille,2011-10-16,7
1949,Ayden,Perrin,Garçon,2012-06-15,7
1950,Ava,Durand,Fille,2011-04-24,7
1951,Olivia,Meunier,Fille,2005-10-24,1
1952,Iris,Laurent,Fille,2012-04-26,7
1953,Elio,David,Garçon,2010-07-28,6
1954,Aaron,Renard,Garçon,2007-04-23,3
1955,Mathis,Pierre,Garçon,2006-05-30,2
1956,Raphaël,Leroux,Garçon,2007-05-22,3
1957,Léo,Dufour,Garçon,2011-02-15,6
1958,Sacha,Marie,Garçon,2007-10-30,3
1959,Malo,Martin,Garçon,2007-11-25,3
1960,Jules,Mathieu,Garçon,2012-02-16,7
1961,Ayden,Picard,Garçon,2005-03-21,1
1962,Elio,Caron,Garçon,2011-01-02,6
1963,Enzo,Gautier,Garçon,2006-12-15,2
1964,Jeanne,Vincent,Fille,2010-05-07,5
1965,Théo,Leroy,Garçon,2010-09-16,6
1966,Arthur,Rey,Garçon,2008-06-25,4
1967,Eva,Gauthier,Fille,2005-08-26,1
1968,Lucie,Mercier,Fille,2011-08-06,7
1969,Zoé,Chevalier,Fille,2007-10-10,3
1970,Lya,Gauthier,Fille,2006-11-06,2
1971,Valentin,Garnier,Garçon,2010-07-15,6
1972,Arthur,Lucas,Garçon,2008-01-17,3
1973,Lyam,Gaillard,Garçon,2011-08-18,7
1974,Robin,Thomas,Garçon,2008-12-26,4
1975,Noah,Lemoine,Garçon,2007-12-27,3
1976,Léonie,Martinez,Fille,2005-02-19,1
1977,Théo,Marchand,Garçon,2007-09-11,3
1978,Milo,Arnaud,Garçon,2006-08-14,2
1979,Iris,Henry,Fille,2007-01-31,2
1980,Noah,Bertrand,Garçon,2011-11-14,7
1981,Jeanne,Rolland,Fille,2010-12-10,6
1982,Malo,Rolland,Garçon,2006-04-04,2
1983,Marceau,Robin,Garçon,2008-05-02,4
1984,Robin,Lecomte,Garçon,2012-05-13,7
1985,Léonie,Lacroix,Fille,2009-11-02,5
1986,Mohamed,Lecomte,Garçon,2012-01-06,7
1987,Lya,Guerin,Fille,2009-10-11,5
1988,Valentin,Schmitt,Garçon,2008-03-21,4
1989,Léon,Duval,Garçon,2008-04-22,4
1990,Hugo,Rolland,Garçon,2011-12-13,7
1991,Liam,Roche,Garçon,2005-09-23,1
1992,Charlotte,Lefevre,Fille,2006-02-06,2
1993,Nour,Nicolas,Fille,2005-06-22,1
1994,Nina,Morin,Fille,2011-04-05,6
1995,Arthur,Guerin,Garçon,2008-03-19,4
1996,Lya,Francois,Fille,2009-08-08,5
1997,Amir,Perrin,Garçon,2008-06-18,4
1998,Lucie,Bernard,Fille,2008-06-25,4
1999,Lucie,Roussel,Fille,2009-02-04,4
2000,Louna,Boyer,Fille,2011-05-28,6
2001,Paul,Francois,Garçon,2007-10-27,3
2002,Charlotte,Leclercq,Fille,2006-12-12,2
2003,Eva,Dupont,Fille,2007-07-14,3
2004,Victoire,Robin,Fille,2010-10-05,6
2005,Malo,Boyer,Garçon,2009-04-13,4
2006,Augustin,Brun,Garçon,2007-09-22,3
2007,Alix,Fontaine,Fille,2009-05-08,5
2008,Noah,Lecomte,Garçon,2012-06-27,7
2009,Rayan,Morel,Garçon,2007-02-10,2
2010,Lyam,Lemoine,Garçon,2011-06-06,7
2011,Léon,Petit,Garçon,2011-06-08,6
2012,Julia,Robert,Fille,2006-11-11,2
2013,Hugo,Fournier,Garçon,2005-03-31,1
2014,Ibrahim,Dumont,Garçon,2012-01-31,7
2015,Augustin,Lefebvre,Garçon,2007-11-19,3
2016,Maël,Perrin,Garçon,2007-01-31,2
2017,Anna,Lambert,Fille,2005-04-20,1
2018,Léna,Lemaire,Fille,2010-06-28,6
2019,Ethan,Henry,Garçon,2008-06-24,4
2020,Eva,Chevalier,Fille,2011-06-08,6
2021,Mia,Gerard,Fille,2008-11-23,4
2022,Nino,Meunier,Garçon,2006-07-07,2
2023,Rayan,Morel,Garçon,2007-07-20,3
2024,Emma,Gautier,Fille,2011-07-05,7
2025,Ethan,Nicolas,Garçon,2011-06-04,6
2026,Timéo,Garcia,Garçon,2011-04-24,6
2027,Lucas,Gerard,Garçon,2010-03-24,5
2028,Mohamed,Noel,Garçon,2006-04-07,2
2029,Amir,Bertrand,Garçon,2009-04-14,4
2030,Elena,Renard,Fille,2012-06-27,7
2031,Paul,Guerin,Garçon,2011-12-18,7
2032,Lya,Schmitt,Fille,2012-02-23,7
2033,Gaspard,Meunier,Garçon,2011-07-18,7
2034,Sofia,Durand,Fille,2011-10-03,7
2035,Maël,Fournier,Garçon,2005-08-16,1
2036,Margaux,Bernard,Fille,2011-01-13,6
2037,Julia,Denis,Fille,2006-09-09,2
2038,Louis,Garnier,Garçon,2006-04-26,2
2039,Eva,Martin,Fille,2006-02-06,2
2040,Ibrahim,Girard,Garçon,2011-06-09,7
2041,Ava,Lambert,Fille,2010-05-25,5
2042,Marius,Meunier,Garçon,2009-09-18,5
2043,Sacha,Guillaume,Garçon,2012-06-15,7
2044,Léo,Olivier,Garçon,2005-03-17,1
2045,Nathan,Denis,Garçon,2010-05-27,5
2046,Gaspard,Lefevre,Garçon,2006-12-04,2
2047,Elio,Guerin,Garçon,2011-05-18,6
2048,Victoria,Pierre,Fille,2008-05-05,3
2049,Adèle,Gautier,Fille,2007-07-02,3
2050,Mila,Marie,Fille,2008-11-05,4
2051,Raphaël,Philippe,Garçon,2012-01-17,7
2052,Enzo,Roy,Garçon,2009-08-11,5
2053,Giulia,Colin,Fille,2006-03-27,2
2054,Eliott,Brunet,Garçon,2011-07-16,7
2055,Anna,Durand,Fille,2008-02-18,3
2056,Rose,Fontaine,Fille,2007-04-24,3
2057,Noah,Lefevre,Garçon,2006-06-13,2
2058,Axel,Benoit,Garçon,2009-10-28,5
2059,Julia,Leclercq,Fille,2010-04-28,6
2060,Théo,Martinez,Garçon,2010-04-17,5
2061,Lucas,Morin,Garçon,2010-04-10,5
2062,Martin,Clement,Garçon,2012-04-23,7
2063,Romy,Garnier,Fille,2005-03-24,1
2064,Gabin,Rey,Garçon,2008-04-24,4
2065,Marceau,Giraud,Garçon,2006-03-17,2
2066,Giulia,Lacroix,Fille,2011-07-14,7
2067,Emy,Barbier,Fille,2010-04-29,6
2068,Elena,Girard,Fille,2011-04-24,6
2069,Mya,Roche,Fille,2010-01-16,5
2070,Emy,Faure,Fille,2011-04-17,6
2071,Ibrahim,Leroux,Garçon,2005-12-30,1
2072,Rayan,Roy,Garçon,2012-04-20,7
2073,Robin,Arnaud,Garçon,2010-03-31,6
2074,Enzo,Marchand,Garçon,2011-09-02,7
2075,Victoria,Bernard,Fille,2008-06-23,4
2076,Valentin,Andre,Garçon,2009-04-16,5
2077,Gaspard,Picard,Garçon,2006-07-07,2
2078,Augustin,Meunier,Garçon,2008-05-03,4
2079,Noah,Gaillard,Garçon,2005-10-20,1
2080,Tiago,Lemoine,Garçon,2007-05-15,3
2081,Lya,Bourgeois,Fille,2008-07-02,4
2082,Ava,Dumont,Fille,2010-04-08,6
2083,Victoire,Brunet,Fille,2008-11-29,4
2084,Elio,Vincent,Garçon,2011-04-03,6
2085,Léonie,Roussel,Fille,2007-01-23,2
2086,Enzo,Boyer,Garçon,2005-12-26,1
2087,Isaac,Bertrand,Garçon,2008-11-06,4
2088,Eden,Brunet,Garçon,2010-08-02,6
2089,Isaac,Rousseau,Garçon,2010-04-24,5
2090,Lucas,Thomas,Garçon,2007-04-30,3
2091,Milo,Lemaire,Garçon,2008-02-21,3
2092,Ambre,Vidal,Fille,2011-06-12,7
2093,Eva,Bourgeois,Fille,2006-07-01,2
2094,Liam,Leclercq,Garçon,2005-06-08,1
2095,Adèle,Masson,Fille,2011-05-30,6
2096,Théo,Bonnet,Garçon,2007-02-19,2
2097,Naël,Pierre,Garçon,2008-07-20,4
2098,Arthur,Dumas,Garçon,2007-03-16,3
2099,Lola,Simon,Fille,2009-04-03,4
2100,Aaron,Roche,Garçon,2009-03-21,5
2101,Ethan,Joly,Garçon,2008-03-18,3
2102,Anna,Gerard,Fille,2005-11-10,1
2103,Tom,Laurent,Garçon,2006-08-01,2
2104,Giulia,Durand,Fille,2006-11-22,2
2105,Raphaël,Meyer,Garçon,2005-01-22,1
2106,Paul,Lacroix,Garçon,2009-03-24,4
2107,Mia,Bonnet,Fille,2007-02-13,2
2108,Axel,Lacroix,Garçon,2010-03-03,5
2109,Valentin,Vidal,Garçon,2010-05-23,5
2110,Eden,Duval,Garçon,2010-12-16,6
2111,Elena,Roux,Fille,2011-06-14,7
2112,Elena,Benoit,Fille,2008-06-30,4
2113,Margaux,Colin,Fille,2007-09-13,3
2114,Gaspard,Roy,Garçon,2010-10-31,6
2115,Victoire,Dupont,Fille,2006-11-30,2
2116,Noah,Gerard,Garçon,2011-10-18,7
2117,Romy,Meunier,Fille,2011-05-11,6
2118,Noé,Lambert,Garçon,2009-05-24,4
2119,Elio,Lecomte,Garçon,2007-12-22,3
2120,Rose,Perrin,Fille,2006-07-17,2
2121,Enzo,Moreau,Garçon,2007-12-13,3
2122,Alba,Lefebvre,Fille,2011-10-01,7
2123,Léon,Michel,Garçon,2010-07-10,6
2124,Isaac,Perrin,Garçon,2008-04-02,4
2125,Eliott,Robin,Garçon,2011-04-19,6
2126,Eliott,Nicolas,Garçon,2009-12-07,5
2127,Lyana,Payet,Fille,2012-02-23,7
2128,Ava,Muller,Fille,2010-08-04,6
2129,Jules,Noel,Garçon,2011-08-12,7
2130,Alma,Boyer,Fille,2008-03-30,3
2131,Léonie,Martin,Fille,2011-05-10,6
2132,Jade,Rolland,Fille,2007-06-27,3
2133,Lyana,Lemaire,Fille,2007-04-04,3
2134,Léa,Fontaine,Fille,2005-11-17,1
2135,Malo,Mathieu,Garçon,2005-06-15,1
2136,Léna,David,Fille,2006-07-28,2
2137,Iris,Mathieu,Fille,2010-06-07,6
2138,Mila,Robert,Fille,2008-05-14,4
2139,Romane,Bertrand,Fille,2009-06-09,5
2140,Agathe,Martin,Fille,2007-02-26,2
2141,Ethan,Lucas,Garçon,2010-09-09,6
2142,Eliott,Vidal,Garçon,2007-04-18,3
2143,Marceau,Lecomte,Garçon,2008-01-23,3
2144,Nino,Olivier,Garçon,2010-05-16,6
2145,Lou,Lecomte,Fille,2011-08-31,7
2146,Louna,Roy,Fille,2005-07-16,1
2147,Elio,Lambert,Garçon,2012-05-16,7
2148,Léo,Bonnet,Garçon,2005-04-18,1
2149,Romane,Fournier,Fille,2010-04-26,5
2150,Zoé,Moreau,Fille,2006-02-07,2
2151,Victoria,Benoit,Fille,2006-05-28,2
2152,Victoire,Denis,Fille,2006-06-21,2
2153,Mathis,Meyer,Garçon,2008-10-05,4
2154,Giulia,Thomas,Fille,2009-04-03,5
2155,Elena,Benoit,Fille,2011-11-22,7
2156,Alice,Vidal,Fille,2006-12-29,2
2157,Elena,Michel,Fille,2009-04-24,5
2158,Ibrahim,Gauthier,Garçon,2009-08-25,5
2159,Nathan,Marie,Garçon,2012-02-23,7
2160,Iris,Dumas,Fille,2006-05-03,2
2161,Noé,Perrin,Garçon,2007-04-12,3
2162,Adèle,Roy,Fille,2009-07-06,5
2163,Robin,Roux,Garçon,2010-04-30,5
2164,Mya,Renaud,Fille,2009-02-22,4
2165,Lou,Leclercq,Fille,2011-05-30,6
2166,Nathan,Durand,Garçon,2012-02-14,7
2167,Arthur,Lacroix,Garçon,2010-01-01,5
2168,Enzo,Dumas,Garçon,2009-12-07,5
2169,Léna,Simon,Fille,2007-10-10,3
2170,Noah,David,Garçon,2009-10-11,5
2171,Milo,Payet,Garçon,2009-03-16,5
2172,Julia,Garcia,Fille,2007-01-12,2
2173,Valentin,Mercier,Garçon,2011-02-16,6
2174,Adèle,Bonnet,Fille,2010-10-24,6
2175,Olivia,Gauthier,Fille,2007-10-04,3
2176,Romy,Pierre,Fille,2005-12-04,1
2177,Olivia,David,Fille,2005-12-29,1
2178,Margaux,Caron,Fille,2008-10-20,4
2179,Arthur,Lacroix,Garçon,2011-11-29,7
2180,Inaya,Legrand,Fille,2011-09-21,7
2181,Emy,Payet,Fille,2006-04-14,2
2182,Ava,Perrin,Fille,2008-02-06,3
2183,Gaspard,Bernard,Garçon,2009-04-17,5
2184,Marceau,Gautier,Garçon,2010-07-06,6
2185,Enzo,Brunet,Garçon,2007-02-01,2
2186,Lyana,Bernard,Fille,2010-01-04,5
2187,Timéo,Martinez,Garçon,2008-08-19,4
2188,Eden,Robert,Garçon,2010-03-06,5
2189,Paul,Mathieu,Garçon,2007-10-27,3
2190,Ava,Schmitt,Fille,2008-06-28,4
2191,Arthur,Renaud,Garçon,2010-04-18,5
2192,Eliott,Lefebvre,Garçon,2009-06-24,5
2193,Eden,Colin,Garçon,2007-12-31,3
2194,Alice,Riviere,Fille,2009-12-29,5
2195,Nour,Blanchard,Fille,2005-02-20,1
2196,Augustin,Barbier,Garçon,2010-05-23,5
2197,Romane,Leroy,Fille,2008-03-26,4
2198,Lyam,Vincent,Garçon,2007-06-11,3
2199,Mya,Morel,Fille,2007-04-30,3
2200,Emma,Andre,Fille,2007-04-18,2
2201,Emy,Fournier,Fille,2011-11-18,7
2202,Léna,Lemaire,Fille,2008-12-23,4
2203,Tom,Lemaire,Garçon,2010-11-14,6
2204,Lucas,Gerard,Garçon,2009-04-09,4
2205,Léa,Lefebvre,Fille,2010-03-09,5
2206,Victoria,Meunier,Fille,2008-11-12,4
2207,Lyam,Renaud,Garçon,2006-04-19,2
2208,Lyam,Moreau,Garçon,2005-08-06,1
2209,Lucie,Guerin,Fille,2008-07-11,4
2210,Tom,Bourgeois,Garçon,2008-06-17,4
2211,Adèle,Robert,Fille,2010-09-06,6
2212,Victoire,Guillaume,Fille,2007-09-10,3
2213,Lina,Roy,Fille,2005-01-27,1
2214,Jade,Caron,Fille,2007-02-11,2
2215,Valentin,Masson,Garçon,2007-06-12,3
2216,Sacha,Bonnet,Garçon,2007-12-04,3
2217,Isaac,Rolland,Garçon,2008-03-19,4
2218,Mila,Joly,Fille,2010-04-19,6
2219,Ibrahim,Thomas,Garçon,2005-11-21,1
2220,Milo,Giraud,Garçon,2011-08-04,7
2221,Lou,Roche,Fille,2010-01-08,5
2222,Agathe,Dupont,Fille,2006-11-23,2
2223,Robin,Perrin,Garçon,2005-05-05,1
2224,Amir,Fontaine,Garçon,2012-05-20,7
2225,Alma,Lacroix,Fille,2006-02-01,1
2226,Tom,Renard,Garçon,2007-04-08,2
2227,Alix,Payet,Fille,2010-01-18,5
2228,Romane,Denis,Fille,2010-06-03,5
2229,Charlotte,David,Fille,2010-04-23,5
2230,Victoria,Vidal,Fille,2007-10-27,3
2231,Louis,Perrin,Garçon,2010-04-25,5
2232,Léa,Rolland,Fille,2010-09-03,6
2233,Inès,Gerard,Fille,2005-03-24,1
2234,Margaux,Nicolas,Fille,2006-05-04,2
2235,Zoé,Andre,Fille,2007-05-10,3
2236,Agathe,Bernard,Fille,2006-09-10,2
2237,Victoire,Payet,Fille,2010-10-20,6
2238,Léonie,Lefebvre,Fille,2007-08-21,3
2239,Margaux,Lefevre,Fille,2005-07-03,1
2240,Ethan,Boyer,Garçon,2009-09-11,5
2241,Lina,Mercier,Fille,2009-05-09,4
2242,Agathe,Brun,Fille,2008-03-19,3
2243,Noé,Leroy,Garçon,2005-12-01,1
2244,Aaron,Roger,Garçon,2009-08-28,5
2245,Victor,Lemaire,Garçon,2008-04-12,3
2246,Mia,Martin,Fille,2009-06-16,5
2247,Adèle,Francois,Fille,2005-10-27,1
2248,Mohamed,Bertrand,Garçon,2007-04-21,2
2249,Lyana,Perrin,Fille,2010-09-12,6
2250,Alba,Nicolas,Fille,2007-02-05,2
2251,Ayden,Vincent,Garçon,2008-08-28,4
2252,Charlie,Guillaume,Fille,2009-02-24,4
2253,Ibrahim,Roche,Garçon,2009-09-02,5
2254,Ava,Olivier,Fille,2006-07-20,2
2255,Hugo,Dumas,Garçon,2006-07-07,2
2256,Giulia,Leclerc,Fille,2006-01-02,1
2257,Naël,Martinez,Garçon,2009-05-11,5
2258,Gaspard,Renard,Garçon,2006-05-13,2
2259,Alba,Garnier,Fille,2010-04-25,5
2260,Martin,Henry,Garçon,2010-05-15,5
2261,Chloé,Renaud,Fille,2012-06-13,7
2262,Romane,Lemaire,Fille,2010-08-14,6
2263,Noah,Lecomte,Garçon,2005-01-16,1
2264,Maël,Olivier,Garçon,2006-03-22,2
2265,Noah,Gaillard,Garçon,2005-10-07,1
2266,Arthur,Garcia,Garçon,2011-05-03,6
2267,Rayan,Lefebvre,Garçon,2009-06-23,5
2268,Isaac,Fontaine,Garçon,2011-08-07,7
2269,Ibrahim,Lecomte,Garçon,2007-01-17,2
2270,Lina,Lecomte,Fille,2010-04-30,6
2271,Léo,Gaillard,Garçon,2010-01-25,5
2272,Maël,Colin,Garçon,2006-09-18,2
2273,Axel,Fabre,Garçon,2011-06-22,6
2274,Sacha,Gaillard,Garçon,2009-03-29,5
2275,Chloé,Thomas,Fille,2010-01-09,5
2276,Jules,Lecomte,Garçon,2010-08-05,6
2277,Aaron,Payet,Garçon,2007-10-19,3
2278,Lou,Mathieu,Fille,2009-04-10,5
2279,Tom,Marie,Garçon,2005-12-26,1
2280,Mohamed,Benoit,Garçon,2007-11-19,3
2281,Timéo,Martinez,Garçon,2005-03-12,1
2282,Eden,Bonnet,Garçon,2007-01-18,2
2283,Inès,Marie,Fille,2009-07-20,5
2284,Olivia,Guerin,Fille,2012-05-10,7
2285,Maël,Morin,Garçon,2006-08-16,2
2286,Emy,Dumont,Fille,2008-03-13,4
2287,Louis,Simon,Garçon,2009-03-25,5
2288,Martin,Masson,Garçon,2006-01-08,1
2289,Léonie,Caron,Fille,2010-12-13,6
2290,Mohamed,Vincent,Garçon,2009-07-09,5
2291,Mya,Olivier,Fille,2008-09-13,4
2292,Noah,Noel,Garçon,2006-05-09,2
2293,Victoria,Garcia,Fille,2008-10-15,4
2294,Maël,Laurent,Garçon,2012-06-02,7
2295,Léon,Payet,Garçon,2012-01-26,7
2296,Mia,Leclercq,Fille,2007-01-04,2
2297,Lucas,Marchand,Garçon,2007-03-07,3
2298,Nathan,Roussel,Garçon,2011-08-29,7
2299,Maël,Gerard,Garçon,2011-01-16,6
2300,Léna,Bonnet,Fille,2008-07-06,4
2301,Raphaël,Perrin,Garçon,2011-04-04,6
2302,Imran,Meyer,Garçon,2011-08-16,7
2303,Inaya,Arnaud,Fille,2006-08-17,2
2304,Adèle,Morel,Fille,2010-08-26,6
2305,Timéo,Dumont,Garçon,2011-03-21,6
2306,Victoria,Marie,Fille,2008-02-19,3
2307,Elena,Robin,Fille,2012-01-02,7
2308,Inaya,Guillaume,Fille,2005-02-22,1
2309,Sacha,Marie,Garçon,2009-04-19,5
2310,Valentin,Fontaine,Garçon,2005-09-07,1
2311,Ayden,Robin,Garçon,2007-02-15,2
2312,Ibrahim,Roche,Garçon,2005-08-05,1
2313,Léonie,Bernard,Fille,2009-12-06,5
2314,Jade,Garcia,Fille,2010-04-06,5
2315,Marius,Morel,Garçon,2006-12-09,2
2316,Juliette,Dumas,Fille,2005-10-21,1
2317,Ethan,Payet,Garçon,2010-03-13,5
2318,Léon,Lefevre,Garçon,2006-04-06,1
2319,Liam,Vidal,Garçon,2007-08-07,3
2320,Mya,Legrand,Fille,2011-09-26,7
2321,Léonie,Bourgeois,Fille,2007-03-02,2
2322,Charlie,Mercier,Fille,2011-09-30,7
